,user,numPCwithUSBDay,numPCwithUSBNight,numConnectionDay,numConnectionNight,numCopy2DeviceDay,numCopy2DeviceNight,numWrite2DeviceDay,numWrite2DeviceNight,numCopyFromDeviceDay,numCopyFromDeviceNight,numWriteFromDeviceDay,numWriteFromDeviceNight,numDelFromDeviceDay,numDelFromDeviceNight,numOpenOnPCDay,numOpenOnPCNight
53,ACL2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8
54,ACM0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9
55,ACM2278,0,29,0,11,0,6,0,1,0,5,0,0,0,6,62,32
56,ACM3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12
57,ACN2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11
58,ACP2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,30
59,ACR0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4
60,ACS0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14
61,ACS1921,2638,365,878,164,589,85,351,47,689,107,0,0,677,88,600,82
62,ACV1946,988,293,285,95,137,37,177,52,300,80,0,0,257,89,504,127
63,ACW0426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
64,ACW1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12
65,ADB0350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,14
66,ADB1105,471,108,1567,415,105,21,67,14,124,25,0,0,116,28,106,43
67,ADB3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17
68,ADC1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
69,ADG1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,39
70,ADG1737,2300,641,2394,649,188,41,1205,338,305,96,0,0,323,79,818,310
71,ADH0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,45
72,ADM0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
73,ADM0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
74,ADM0923,388,71,110,29,49,7,68,12,130,14,0,0,92,27,616,111
75,ADM1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,14
76,ADP1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
77,ADP3667,588,460,310,257,138,106,75,55,146,133,0,0,150,95,144,123
78,ADR1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
79,ADS0763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,17
80,ADS2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
81,ADS2950,230,32,73,7,17,7,57,7,66,9,0,0,58,5,644,125
82,AEB1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20
83,AEB3249,126,45,98,37,12,2,44,23,18,6,0,0,33,11,130,48
84,AEB3574,196,67,264,101,41,11,32,9,50,19,0,0,47,16,63,25
85,AED1421,6196,1461,2539,529,1501,351,787,168,1554,369,0,0,1549,385,1429,324
86,AEF2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
87,AEG1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18
88,AEH0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,30
89,AEH2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17
90,AEK3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10
91,AEM0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,234
92,AEP1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13
93,AEW1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9
94,AFB0904,2428,219,634,80,607,50,299,33,623,66,0,0,609,48,542,43
95,AFB3228,269,112,2135,938,53,23,46,12,77,31,0,0,63,29,100,50
96,AFF1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
97,AFH1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,26
98,AFP2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5
99,AFP2709,751,637,2211,2038,192,153,78,82,201,169,0,0,192,147,171,146
100,AGB0057,143,35,104,32,24,7,19,4,44,11,0,0,34,9,71,16
101,AGB3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
102,AGC0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34
103,AGE1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10
104,AGF0742,7213,2251,2374,784,1248,394,1905,606,1542,459,0,0,1540,481,1726,593
105,AGF1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,127
106,AGG3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
107,AGL1301,441,58,593,124,26,2,99,13,123,19,0,0,115,16,521,132
108,AGL3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,26
109,AGM3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
110,AGM3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12
111,AGS0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3
112,AGW1590,718,148,302,89,165,36,94,16,179,32,0,0,181,45,199,55
113,AHB0648,393,41,311,46,83,6,58,6,111,11,0,0,99,9,134,23
114,AHC1994,514,154,271,87,111,31,73,18,124,43,0,0,141,43,158,50
115,AHC3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
116,AHD2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,18
117,AHG3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
118,AHH0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7
119,AHK1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
120,AHM0959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,12
121,AHP0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
122,AHS2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
123,AIA2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
124,AIB0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15
125,AIB1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
126,AIB3416,564,43,324,54,130,11,66,5,142,12,0,0,142,15,214,19
127,AID2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
128,AIH2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,55
129,AIJ0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,22
130,AIJ3995,4965,303,353,35,1235,71,617,33,1295,83,0,0,1213,72,1074,89
131,AIL2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18
132,AIP1614,6458,1515,2485,571,1566,375,900,211,1528,380,0,0,1588,396,1463,293
133,AIS1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11
134,AIV3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
135,AIY3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
136,AJB1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3
137,AJC0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11
138,AJG0240,130,30,72,15,27,2,15,7,34,8,0,0,33,10,52,11
139,AJH0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16
140,AJH2110,595,316,243,144,123,77,77,40,161,80,0,0,153,70,158,89
141,AJH3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,13
142,AJK0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14
143,AJM0345,476,38,313,43,105,6,63,4,133,10,0,0,118,13,106,11
144,AJM2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,24
145,AJN1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8
146,AJO2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
147,AJP1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
148,AJQ0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
149,AJS3021,264,66,127,52,38,7,53,14,74,19,0,0,62,17,622,285
150,AJS3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6
151,AJV0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
152,AJW1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
153,AKB2312,6336,3942,2672,1658,1538,965,801,517,1581,981,0,0,1624,1002,1461,836
154,AKB3530,85,22,16,6,18,6,10,4,23,3,0,0,24,5,33,8
155,AKC1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
156,AKC3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,58
157,AKD0272,4575,1291,333,103,1111,331,633,167,1157,309,0,0,1138,330,1020,279
158,AKG2702,1899,126,628,64,450,31,262,21,495,30,0,0,457,31,463,22
159,AKH0454,565,380,305,188,67,53,136,85,149,97,0,0,134,84,650,537
160,AKH1534,384,31,353,49,65,4,57,1,109,10,0,0,96,11,120,12
161,AKI3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14
162,AKK2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7
163,AKL1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13
164,AKL1605,4093,917,279,75,924,221,532,116,1062,237,0,0,1046,237,912,210
165,AKP3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
166,AKS0298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
167,AKS3496,755,414,48,21,131,80,184,96,178,89,0,0,182,91,181,113
168,AKS3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
169,AKW1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
170,ALB1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15
171,ALB2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20
172,ALB3649,669,297,524,231,167,63,81,42,174,86,0,0,166,71,155,70
173,ALC1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7
174,ALH1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3
175,ALH1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
176,ALH2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
177,ALL0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23
178,ALN2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9
179,ALP2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8
180,ALS2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5
181,ALS3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,40
182,ALT1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4
183,AMA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
184,AMB3100,282,217,102,71,52,47,37,26,89,54,0,0,70,53,110,83
185,AMB3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18
186,AME0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
187,AME1490,5279,1414,2020,588,1246,294,679,185,1298,390,0,0,1340,377,1275,299
188,AMH1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
189,AMH3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
190,AMJ2374,887,272,536,176,191,61,122,37,234,69,0,0,228,73,292,78
191,AMJ3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
192,AMM0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14
193,AMM3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5
194,AMN0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7
195,AMO0582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
196,AMR0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
197,AMS0630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,31
198,AMS0712,954,271,296,101,197,57,124,32,265,82,0,0,236,59,249,66
199,ANB0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7
200,ANB2766,165,71,86,47,18,3,39,15,45,17,0,0,37,19,205,88
201,ANC1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,15
202,ANC1950,1756,922,93,52,437,212,235,130,437,237,0,0,432,249,416,205
203,ANF3332,505,124,106,27,29,5,87,32,152,42,0,0,158,33,244,68
204,ANH2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,6
205,ANH3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19
206,ANL3024,1222,232,588,136,248,50,160,25,342,73,0,0,309,58,303,52
207,ANM0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24
208,ANO2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,20
209,AOC0982,6728,1401,2509,562,1651,326,916,211,1601,358,0,0,1702,322,1538,334
210,AOD2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6
211,AOM1457,5053,514,361,33,1248,129,615,60,1275,142,0,0,1237,124,1202,115
212,APA1788,1226,519,513,191,281,136,136,74,347,129,0,0,307,124,295,114
213,APB1122,337,180,79,43,38,13,78,58,96,44,0,0,79,47,401,265
214,APB3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
215,APC3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9
216,APD0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5
217,APH2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4
218,APM0190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,30
219,APP1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
220,APP2488,7183,429,2949,114,1771,102,907,55,1785,107,0,0,1801,107,1634,97
221,APP3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,23
222,APS1968,85,25,83,27,15,4,13,4,23,7,0,0,20,7,62,24
223,ARB0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,10
224,ARB2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5
225,ARB3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
226,ARC1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,21
227,ARC1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11
228,ARC3034,206,36,114,22,37,15,35,6,52,8,0,0,52,4,111,22
229,ARF0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19
230,ARG0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,342
231,ARG3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12
232,ARH1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18
233,ARH2097,326,19,351,42,69,3,43,2,87,8,0,0,75,4,109,16
234,ARH2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7
235,ARJ0912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8
236,ARK3198,73,81,103,74,14,18,8,10,22,25,0,0,18,17,71,53
237,ARP1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,19
238,ARS3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8
239,ARV0704,708,202,550,183,151,44,99,31,177,56,0,0,200,42,164,56
240,ARW0818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20
241,ARW1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
242,ARZ3464,987,157,361,57,78,11,263,36,252,46,0,0,261,40,487,117
243,ASC0177,1588,226,573,118,375,43,209,35,421,60,0,0,398,64,363,50
244,ASG0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,24
245,ASH0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,25
246,ASH1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9
247,ASK2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5
248,ASM3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,31
249,ASM3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
250,ASS0120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16
251,ASS0280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9
252,ASS2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7
253,ASW1918,62,17,104,28,10,1,10,3,13,4,0,0,19,7,262,59
254,ATB1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,35
255,ATC1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,46
256,ATD0146,648,41,364,40,145,9,82,6,171,11,0,0,174,11,200,19
257,ATF3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
258,ATH0225,1743,701,2327,1228,37,26,1356,520,66,38,0,0,56,31,579,337
259,ATH0720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13
260,ATM1615,601,166,117,53,78,15,151,39,161,44,0,0,129,46,407,166
261,ATP2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17
262,ATR1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13
263,ATT0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,102
264,ATT1191,7078,3065,2880,1299,1667,747,918,388,1820,781,0,0,1765,779,1581,685
265,AUG2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
266,AUI2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,21
267,AVC2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14
268,AVH0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,153
269,AVS2317,284,110,100,37,64,23,41,16,67,34,0,0,75,21,137,39
270,AVT0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11
271,AWB2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,39
272,AWM2286,1374,276,555,166,318,81,165,36,382,62,0,0,360,55,313,77
273,AWV0836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
274,AXL0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
275,AXW3243,177,77,271,180,21,16,24,10,55,18,0,0,48,16,103,62
276,AYD2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,56
277,AYP3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35
278,AYS1628,2215,346,884,195,526,87,289,48,563,90,0,0,545,79,497,77
279,AZA1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12
280,AZB1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14
281,AZG2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12
282,AZK0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,32
283,BAA2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7
284,BAB0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
285,BAB0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
286,BAB1619,1305,155,337,48,207,13,246,30,352,52,0,0,322,41,496,67
287,BAB2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2
288,BAG2641,446,60,109,19,98,18,67,5,114,12,0,0,118,17,170,22
289,BAH1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
290,BAL2366,494,71,116,26,111,16,73,8,121,22,0,0,120,15,136,24
291,BAL3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,BAO2928,649,138,232,53,104,30,151,29,152,31,0,0,151,32,274,83
293,BAR3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,22
294,BAT3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,36
295,BAV0390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3
296,BAW0780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12
297,BBA1230,1033,288,558,162,100,21,207,52,278,98,0,0,298,87,612,177
298,BBB3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
299,BBC3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,43
300,BBH2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14
301,BBH3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,174
302,BBH3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,24
303,BBM1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
304,BBM2604,236,64,316,72,46,12,28,13,68,21,0,0,48,9,287,136
305,BBP1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15
306,BBT0062,6455,1128,2415,376,1525,248,840,132,1628,302,0,0,1632,290,1503,282
307,BBT1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25
308,BBV3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
309,BBW0594,2046,360,613,130,521,80,271,47,513,115,0,0,494,87,461,81
310,BCB0521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,63
311,BCB0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12
312,BCB2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,29
313,BCC0456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,43
314,BCC2536,538,368,489,398,13,11,396,257,25,32,0,0,34,23,108,86
315,BCG1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,25
316,BCH1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13
317,BCH3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
318,BCL2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6
319,BCM3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,182
320,BCO0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
321,BCO2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8
322,BCS1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,218
323,BCS2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
324,BDB2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,59
325,BDH0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
326,BDJ3001,1906,767,2172,912,81,23,1310,539,136,54,0,0,158,51,666,340
327,BDJ3326,1699,362,317,73,425,95,220,46,427,92,0,0,423,86,357,81
328,BDM3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
329,BDP0031,493,152,108,37,117,37,57,22,123,33,0,0,138,37,134,47
330,BDP3912,90,8,99,22,22,2,14,0,15,4,0,0,26,2,25,4
331,BDR0510,4374,2558,300,202,1088,633,539,318,1061,645,0,0,1117,625,991,588
332,BDU0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7
333,BDV2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3
334,BEA0311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
335,BEG3521,1822,533,544,181,420,103,244,77,478,149,0,0,445,127,430,137
336,BEH0103,381,176,111,39,85,39,50,19,100,52,0,0,98,37,105,62
